iter	Passed	Remaining
132	6457	17818
133	6491	17730
134	6525	17643
135	6560	17558
136	6594	17473
137	6629	17390
138	6664	17307
139	6702	17236
140	6738	17156
141	6773	17076
142	6809	17000
143	6845	16922
144	6880	16845
145	6915	16767
146	6950	16689
147	6985	16615
148	7020	16537
149	7054	16460
150	7088	16383
151	7123	16309
152	7157	16234
153	7192	16159
154	7226	16085
155	7260	16011
156	7294	15936
157	7329	15864
158	7363	15793
159	7399	15723
160	7434	15654
161	7469	15584
162	7504	15516
163	7539	15446
164	7574	15377
165	7608	15309
166	7643	15241
167	7678	15173
168	7713	15106
169	7747	15038
170	7781	14971
171	7817	14906
172	7852	14842
173	8048	15079
174	8094	15032
175	8149	15002
176	8185	14937
177	8223	14876
178	8258	14809
179	8293	14743
180	8327	14676
181	8344	14580
182	8379	14515
183	8414	14450
184	8448	14384
185	8490	14332
186	8533	14284
187	8576	14233
188	8619	14183
189	8658	14126
190	8675	14034
191	8709	13971
192	8889	14139
193	8926	14079
194	8983	14050
195	9047	14032
196	9089	13980
197	9132	13930
198	9175	13878
199	9218	13827
200	9260	13775
201	9304	13725
202	9347	13675
203	9389	13624
204	9437	13580
205	9484	13535
206	9522	13479
207	9561	13423
208	9600	13367
209	9639	13311
210	9677	13254
211	9714	13196
212	9752	13140
213	9789	13083
214	9827	13026
215	9869	12975
216	9910	12924
217	9952	12873
218	9995	12824
219	10037	12774
220	10083	12729
221	10126	12680
222	10171	12635
223	10218	12590
224	10261	12541
225	10303	12491
226	10345	12442
227	10389	12393
228	10431	12344
229	10476	12298
230	10520	12250
231	10563	12202
232	10606	12154
233	10648	12104
234	10698	12064
235	10747	12022
236	10792	11976
237	10835	11928
238	10878	11879
239	10925	11835
240	10966	11785
241	11010	11738
242	11053	11690
243	11095	11641
244	11139	11594
245	11182	11545
246	11227	11499
247	11269	11451
248	11311	11402
249	11348	11348
250	11390	11299
251	11431	11250
252	11468	11196
253	11506	11143
254	11544	11092
255	11583	11040
256	11621	10988
257	11659	10936
258	11697	10884
259	11738	10835
260	11784	10790
261	11825	10742
262	11876	10702
263	11923	10658
264	11970	10615
265	12018	10572
266	12064	10528
267	12109	10482
268	12155	10438
269	12190	10384
270	12230	10335
271	12275	10289
272	12324	10248
273	12368	10201
274	12409	10153
275	12445	10101
276	12484	10050
277	12518	9996
278	12552	9943
279	12586	9889
280	12621	9836
281	12655	9783
282	12690	9730
283	12741	9690
284	12779	9640
285	12813	9588
286	12849	9536
287	12884	9484
288	12920	9432
289	12954	9381
290	12989	9329
291	13025	9278
292	13060	9227
293	13095	9175
294	13129	9123
295	13163	9072
296	13198	9021
297	13237	8973
298	13273	8922
299	13310	8873
300	13346	8823
301	13383	8774
302	13418	8724
303	13453	8674
304	13489	8624
305	13524	8574
306	13560	8524
307	13594	8474
308	13630	8425
309	13664	8374
310	13698	8324
311	13733	8275
312	13767	8225
313	13803	8176
314	13838	8127
315	13873	8078
316	13908	8029
317	13943	7980
318	13977	7930
319	14011	7881
320	14046	7832
321	14080	7783
322	14113	7734
323	14148	7685
324	14188	7639
325	14223	7591
326	14257	7543
327	14292	7494
328	14326	7446
329	14360	7397
330	14394	7349
331	14429	7301
332	14464	7253
333	14504	7208
334	14543	7163
335	14578	7115
336	14614	7068
337	14650	7021
338	14686	6975
339	14721	6927
340	14756	6880
341	14790	6833
342	14824	6785
343	14859	6738
344	14893	6691
345	14930	6645
346	14965	6598
347	14999	6551
348	15034	6504
349	15069	6458
350	15104	6411
351	15139	6365
352	15173	6318
353	15213	6274
354	15251	6229
355	15286	6183
356	15323	6137
357	15363	6094
358	15399	6048
359	15433	6002
360	15470	5956
361	15505	5910
362	15539	5864
363	15573	5818
364	15608	5773
365	15642	5727
366	15677	5681
367	15712	5635
368	15746	5590
369	15787	5547
370	15824	5502
371	15860	5457
372	15896	5412
373	15932	5367
374	15967	5322
375	16002	5277
376	16036	5232
377	16071	5186
378	16105	5142
379	16140	5097
380	16179	5053
381	16215	5008
382	16251	4964
383	16286	4919
384	16321	4875
385	16357	4830
386	16392	4786
387	16427	4741
388	16462	4697
389	16497	4653
390	16531	4608
391	16565	4563
392	16600	4519
393	16634	4475
394	16670	4431
395	16705	4387
396	16740	4343
397	16775	4299
398	16809	4255
399	16845	4211
400	16880	4167
401	16915	4123
402	16950	4079
403	16985	4036
404	17025	3993
405	17063	3950
406	17100	3907
407	17136	3864
408	17175	3821
409	17211	3778
410	17246	3734
411	17282	3691
412	17317	3647
413	17355	3605
414	17390	3561
415	17424	3518
416	17459	3475
417	17494	3431
418	17529	3388
419	17563	3345
420	17599	3302
421	17638	3260
422	17673	3217
423	17708	3174
424	17742	3131
425	17777	3088
426	17813	3045
427	17848	3002
428	17883	2959
429	17917	2916
430	17951	2873
431	17986	2831
432	18021	2788
433	18055	2745
434	18090	2703
435	18125	2660
436	18161	2618
437	18199	2576
438	18236	2533
439	18274	2491
440	18314	2450
441	18351	2408
442	18386	2365
443	18420	2323
444	18455	2281
445	18490	2238
446	18525	2196
447	18559	2154
448	18593	2111
449	18641	2071
450	18684	2030
451	18728	1988
452	18769	1947
453	18803	1905
454	18837	1863
455	18873	1821
456	18907	1779
457	18941	1736
458	18975	1695
459	19009	1653
460	19043	1611
461	19078	1569
462	19112	1527
463	19147	1485
464	19181	1443
465	19215	1401
466	19249	1360
467	19283	1318
468	19319	1277
469	19353	1235
470	19387	1193
471	19421	1152
472	19456	1110
473	19491	1069
474	19526	1027
475	19565	986
476	19601	945
477	19637	903
478	19671	862
479	19707	821
480	19742	779
481	19776	738
482	19810	697
483	19845	656
484	19879	614
485	19913	573
486	19947	532
487	19982	491
488	20016	450
489	20051	409
490	20086	368
491	20120	327
492	20154	286
493	20192	245
494	20228	204
495	20264	163
496	20298	122
497	20334	81
498	20368	40
499	20403	0
